City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,howrah,22.5892,88.3103,23.0,73,20,0.0,IN,1700846163
286,vilyuchinsk,52.9306,158.4028,-2.26,84,59,3.83,RU,1700846164
287,brokopondo,4.75,-55.1667,31.28,55,91,1.15,SR,1700846165
288,mar del plata,-38.0023,-57.5575,27.13,55,0,5.66,AR,1700846162
289,tofol,5.3248,163.0078,27.91,82,43,7.24,FM,1700846168
290,al hazm,16.1641,44.7769,24.47,31,3,3.02,YE,1700846169
291,utrik,11.2278,169.8474,28.06,70,66,8.7,MH,1700846170
292,ishigaki,24.3448,124.1572,21.07,68,75,8.75,JP,1700846172
293,las tablas,7.7667,-80.2833,29.21,73,56,2.99,PA,1700846173
294,sangueya,10.7,-14.3667,30.07,54,6,3.83,GN,1700846174
295,el calafate,-50.3408,-72.2768,14.86,50,18,3.4,AR,1700846174
296,padang,-0.9492,100.3543,25.03,90,100,0.73,ID,1700846175
297,haiku-pauwela,20.9219,-156.3051,23.36,82,20,3.09,US,1700846176
298,ponta delgada,37.7333,-25.6667,20.4,94,75,4.12,PT,1700846178
299,lafiagi,8.8667,5.4167,33.09,37,98,1.29,NG,1700846179
300,east london,-33.0153,27.9116,19.52,100,100,1.03,ZA,1700846180
301,harstad,68.799,16.5293,-2.69,81,27,1.6,NO,1700846181
302,muisne,0.6,-80.0333,26.66,77,96,4.42,EC,1700846181
303,stavern,59.0,10.0333,2.4,57,4,3.78,NO,1700846183
304,wildwood,38.5828,-90.6629,6.33,65,0,4.12,US,1700846184
305,shiyan,32.6475,110.7781,3.22,46,2,1.81,CN,1700846184
306,abadeh,31.1608,52.6506,9.25,39,34,0.82,IR,1700846185
307,sisimiut,66.9395,-53.6735,-5.35,71,78,3.88,GL,1700846186
308,selsey,50.735,-0.7898,6.07,70,13,7.2,GB,1700846187
309,gisborne,-38.6533,178.0042,11.66,89,100,9.2,NZ,1700846188
310,sinabang,2.4803,96.3801,26.09,82,100,1.56,ID,1700846189
311,sydney mines,46.2367,-60.2177,5.14,64,40,9.26,CA,1700846190
312,puli,23.9664,120.9695,16.79,73,24,2.35,TW,1700846190
313,northam,51.0333,-4.2167,9.23,75,90,6.44,GB,1700846191
314,al mawsil al jadidah,36.3346,43.0978,13.71,56,0,0.79,IQ,1700846192
315,buulobarde,3.8538,45.5674,27.1,64,100,4.0,SO,1700846193
316,cuatro cienegas de carranza,26.9833,-102.0833,17.61,46,96,1.4,MX,1700846194
317,uturoa,-16.7333,-151.4333,26.34,86,100,10.58,PF,1700846195
318,alofi,-19.0595,-169.9187,23.94,100,20,2.06,NU,1700846196
319,afaahiti,-17.75,-149.2833,25.93,87,100,10.89,PF,1700846197
320,lebu,-37.6167,-73.65,15.59,70,1,5.69,CL,1700846198
321,bamboo flat,11.7,92.7167,28.05,78,40,4.63,IN,1700846199
322,prince george,53.9166,-122.753,-3.54,96,80,0.48,CA,1700846094
323,tyukhtet,56.5389,89.3011,-3.73,98,100,1.9,RU,1700846200
324,rawson,-43.3002,-65.1023,31.01,13,0,7.36,AR,1700846201
325,berdigestyakh,62.0989,126.6992,-27.61,95,100,3.22,RU,1700846202
326,chul'man,56.8479,124.9104,-22.87,92,100,4.73,RU,1700846203
327,tanjung pandan,-2.75,107.65,25.73,87,98,0.91,ID,1700846204
328,dayton,39.7589,-84.1916,5.93,66,0,6.17,US,1700846007
329,conde,-7.2597,-34.9075,29.7,54,20,5.66,BR,1700846167
330,al kharijah,25.4514,30.5464,21.42,23,100,2.06,EG,1700846206
331,wuwei,37.9281,102.6414,-2.2,43,20,2.16,CN,1700846207
332,uyuni,-20.4597,-66.825,18.1,33,90,3.41,BO,1700846208
333,visakhapatnam,17.69,83.2093,26.94,65,75,1.03,IN,1700846209
334,kalabo,-14.97,22.6814,24.24,59,78,2.79,ZM,1700846210
335,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-14.69,77,100,8.45,RU,1700846210
336,aykhal,66.0,111.5,-25.52,100,100,2.31,RU,1700846211
337,escanaba,45.7453,-87.0646,-1.94,63,20,6.17,US,1700846212
338,antonio enes,-16.2325,39.9086,27.94,74,68,5.67,MZ,1700846212
339,chengde,40.9725,117.9361,-9.24,32,2,0.44,CN,1700846213
340,lufkin,31.3382,-94.7291,16.7,53,0,3.09,US,1700846096
341,kosh-agach,50.0,88.6667,-13.16,87,75,0.89,RU,1700846215
342,kerikeri,-35.2268,173.9474,8.5,84,22,3.19,NZ,1700846216
343,yima,34.7381,111.8839,-0.85,26,1,5.17,CN,1700846216
344,tazacorte,28.629,-17.9293,22.54,93,75,2.06,ES,1700846217
345,alliance,40.9153,-81.1059,3.84,80,100,4.38,US,1700846219
346,rincon,32.296,-81.2354,15.53,77,75,2.06,US,1700846219
347,wotje,9.4543,170.2367,28.06,79,45,9.01,MH,1700846220
348,lambarene,-0.7001,10.2406,23.07,95,100,0.59,GA,1700846221
349,kudahuvadhoo,2.6708,72.8944,26.75,81,100,2.46,MV,1700846222
350,yuzhno-kurilsk,44.0306,145.8556,2.99,95,98,7.47,RU,1700846222
351,shihezi,44.3,86.0333,1.4,84,33,1.02,CN,1700846224
352,polonnaruwa,7.9333,81.0,23.94,94,100,0.8,LK,1700846224
353,roberval,48.5168,-72.2324,-10.65,62,100,4.12,CA,1700846172
354,bafata,12.1667,-14.75,35.14,17,57,0.99,GW,1700846226
355,petrovsk-zabaykal'skiy,51.273,108.843,-16.92,82,100,0.85,RU,1700846227
356,bechar,31.6167,-2.2167,18.18,17,0,6.17,DZ,1700846229
357,kirakira,-10.4544,161.9205,26.37,86,52,3.81,SB,1700846230
358,dukhan,25.4297,50.7858,23.01,71,18,4.1,QA,1700846231
359,takoradi,4.8845,-1.7554,28.2,76,95,4.81,GH,1700846141
360,grand-bassam,5.2118,-3.7388,29.98,74,100,4.06,CI,1700846232
361,khorugh,37.4897,71.553,3.82,28,94,1.6,TJ,1700846233
362,lorengau,-2.0226,147.2712,27.14,79,94,1.69,PG,1700846234
363,laojunmiao,39.8333,97.7333,-1.5,35,100,0.4,CN,1700846234
364,saint-philippe,-21.3585,55.7679,24.77,81,63,6.22,RE,1700846235
365,cacabelos,42.6002,-6.7237,10.88,70,81,0.5,ES,1700846236
366,dryden,49.7833,-92.7503,-5.84,49,0,8.75,CA,1700846237
367,taiyuan,37.8694,112.5603,-1.08,29,0,6.0,CN,1700846238
368,marsh harbour,26.5412,-77.0636,25.04,73,99,0.61,BS,1700846239
369,ust'-kut,56.7938,105.7672,-19.88,97,96,1.1,RU,1700846075
370,palu,-0.8917,119.8707,24.85,96,100,1.11,ID,1700846241
371,linyi,35.0631,118.3428,-1.4,38,0,3.48,CN,1700845974
372,uaua,-9.8414,-39.4817,37.18,18,0,2.31,BR,1700846047
373,quellon,-43.1167,-73.6167,14.66,63,1,4.9,CL,1700846243
374,arba minch,6.0333,37.55,20.32,65,38,1.74,ET,1700846244
375,tutoia,-2.7619,-42.2744,30.21,61,28,7.42,BR,1700846245
376,sinop,41.7711,34.8709,10.24,74,99,3.03,TR,1700846245
377,arcachon,44.5875,-1.0519,11.03,87,100,3.6,FR,1700846247
378,sterling,39.0062,-77.4286,12.67,56,75,5.66,US,1700846217
379,alvaraes,-3.2208,-64.8042,31.93,49,93,1.89,BR,1700846249
380,mil'kovo,55.6078,37.7956,-3.65,96,100,2.15,RU,1700846250
381,matam,15.6175,-13.3303,34.46,8,28,5.57,SN,1700846251
382,camana,-16.6228,-72.7111,23.07,68,61,4.96,PE,1700846251
383,grand falls-windsor,48.9332,-55.6649,2.2,80,100,6.85,CA,1700846056
384,harrai,22.6167,79.2167,17.85,56,0,0.35,IN,1700846253
385,ambon,-3.6954,128.1814,27.82,13,40,2.57,ID,1700846254
386,yeosu,34.7546,127.6599,1.41,57,0,4.68,KR,1700846236
387,spring creek,40.7266,-115.5859,-2.06,93,100,1.84,US,1700846255
388,corner brook,48.9667,-57.9484,3.09,90,100,6.72,CA,1700846190
389,khandyga,62.6667,135.6,-34.08,100,100,0.95,RU,1700846256
390,lata,40.1629,-8.3327,13.84,71,0,1.4,PT,1700846257
391,berezovyy,51.6667,135.7,-18.81,61,49,2.61,RU,1700846258
392,utete,-7.986,38.758,24.38,88,100,1.82,TZ,1700846259
393,ojiya,37.3,138.8,4.66,87,100,5.4,JP,1700846259
394,ofunato,39.0717,141.7167,1.28,71,56,5.2,JP,1700846260
395,bei'an,24.5399,109.533,18.37,61,100,2.16,CN,1700846261
396,nishinoomote,30.7333,131.0,14.13,60,0,3.89,JP,1700846262
397,vadlapudi,14.3167,79.8,24.11,93,42,2.31,IN,1700846263
398,nieuw amsterdam,5.8833,-55.0833,29.09,84,40,2.57,SR,1700846264
399,port lincoln,-34.7333,135.8667,13.99,95,94,4.07,AU,1700846265
400,georgetown,5.4112,100.3354,27.19,74,20,4.63,MY,1700846110
401,parry sound,45.3501,-80.033,-3.97,63,69,6.57,CA,1700846266
402,pariaman,-0.619,100.12,25.03,90,100,1.22,ID,1700846267
403,citta di castello,43.4691,12.2305,12.11,81,26,1.66,IT,1700846268
404,saint-francois,46.4154,3.9054,7.69,77,100,6.69,FR,1700846268
405,qaqortoq,60.7167,-46.0333,1.06,99,100,3.17,GL,1700846269
406,ushibukamachi,32.1906,130.0228,10.23,60,2,7.13,JP,1700846270
407,nyurba,63.2842,118.3319,-33.89,100,97,0.87,RU,1700846270
408,persembe,41.0656,37.7714,14.68,70,41,2.16,TR,1700846271
409,yeppoon,-23.1333,150.7333,21.88,77,97,5.04,AU,1700846272
410,kirensk,57.7853,108.1119,-18.07,89,98,2.37,RU,1700846273
411,buka,40.8108,69.1986,13.14,32,100,1.89,UZ,1700846273
412,katsuura,35.1333,140.3,11.79,52,88,7.96,JP,1700846274
413,trincomalee,8.5711,81.2335,27.24,81,91,4.03,LK,1700846275
414,ostrov,57.3439,28.3537,-5.15,96,100,2.68,RU,1700846275
415,portland,45.5234,-122.6762,5.9,91,40,1.54,US,1700846102
416,port macquarie,-31.4333,152.9167,18.83,87,98,3.82,AU,1700846277
417,jakobstad,63.6749,22.7026,-6.71,86,92,6.88,FI,1700846277
418,singkil,-7.9855,111.4161,25.64,86,100,1.36,ID,1700846278
419,ngou,5.1959,10.3844,17.47,95,87,0.6,CM,1700846279
420,villa regina,-39.1,-67.0667,31.8,15,0,9.37,AR,1700846279
421,taksimo,56.3444,114.8794,-25.63,89,29,0.98,RU,1700846280
422,priozersk,61.0393,30.1291,-4.95,85,100,5.05,RU,1700846281
423,taoudenni,22.6783,-3.9836,23.3,14,0,5.92,ML,1700846281
424,kupang,-10.1667,123.5833,26.32,83,99,0.51,ID,1700846282
425,ulety,51.3572,112.4849,-20.04,90,58,0.85,RU,1700846283
426,vernon,50.2581,-119.2691,-0.22,85,78,0.45,CA,1700846285
427,porto novo,6.4965,2.6036,28.19,75,100,3.34,BJ,1700846285
428,nur-sultan,51.1801,71.446,-5.03,80,100,10.0,KZ,1700846286
429,phan rang-thap cham,11.5667,108.9833,22.56,88,100,3.88,VN,1700846287
430,mandalgovi,45.7625,106.2708,-12.77,79,100,4.57,MN,1700846288
431,goba,7.0167,39.9833,10.68,84,92,0.52,ET,1700846289
432,brandon,27.9378,-82.2859,18.35,76,75,4.02,US,1700846085
433,greymouth,-42.4667,171.2,6.18,78,22,5.44,NZ,1700846290
434,tweed heads,-28.1817,153.547,20.54,89,100,0.0,AU,1700846291
435,yashkul',46.1711,45.3435,6.83,80,100,9.33,RU,1700846292
436,puerto madero,14.7208,-92.4215,32.11,62,0,0.0,MX,1700846293
437,kaiyuan,23.6977,103.3037,13.56,86,67,2.81,CN,1700846294
438,barra de santo antonio,-9.4047,-35.5072,31.6,60,0,4.87,BR,1700846294
439,farafangana,-22.8167,47.8333,24.5,81,26,5.24,MG,1700846295
440,buala,-8.145,159.5921,26.21,87,88,1.03,SB,1700846296
441,axim,4.8699,-2.2405,28.18,76,92,4.42,GH,1700846297
442,camalu,30.85,-116.0667,15.92,69,76,0.93,MX,1700846298
443,najaf,31.9985,44.3398,12.88,82,0,2.57,IQ,1700846298
444,beniganj,27.2833,80.45,19.51,34,68,1.93,IN,1700846299
445,plastun,44.7561,136.2939,-12.23,59,26,7.15,RU,1700846300
446,lyantor,61.6195,72.1555,-8.26,94,100,6.41,RU,1700846301
447,tokar,18.4254,37.729,28.93,68,62,5.79,SD,1700846302
448,rabaul,-4.1967,152.1721,26.05,83,35,2.34,PG,1700846304
449,naga,13.6192,123.1814,25.03,94,64,3.85,PH,1700846305
450,seeb,23.6703,58.1891,27.05,61,0,3.09,OM,1700846305
451,lubsko,51.7847,14.972,3.82,85,90,7.56,PL,1700846306
452,betio village,1.358,172.9211,29.02,75,39,0.83,KI,1700846307
453,saint-louis,16.3333,-15.0,33.35,10,1,6.94,SN,1700846308
454,dipayal,29.2608,80.94,14.91,70,37,1.68,NP,1700846309
455,pahrump,36.2083,-115.9839,10.7,36,29,4.47,US,1700845904
456,machico,32.7,-16.7667,22.23,79,40,2.57,PT,1700846311
457,verkhniye kigi,55.4083,58.6044,-13.34,93,98,1.78,RU,1700846312
458,imbituba,-28.24,-48.6703,22.54,55,100,5.13,BR,1700846313
459,tateyama,34.9833,139.8667,12.28,54,53,8.67,JP,1700846314
460,pathein,16.7833,94.7333,23.2,85,56,2.34,MM,1700846315
461,katsuren-haebaru,26.3369,127.8719,20.22,60,75,6.17,JP,1700846316
462,ha'il,27.5219,41.6907,12.01,100,76,3.09,SA,1700846316
463,prado,-17.3411,-39.2208,29.34,67,2,7.54,BR,1700846317
464,dukhovnitskoye,52.4828,48.2137,2.44,98,100,9.64,RU,1700846318
465,mahina,-17.5065,-149.489,26.87,83,75,2.57,PF,1700846320
466,presidente medici,-11.1753,-61.9014,24.71,85,100,1.91,BR,1700846320
467,maslyanino,54.3436,84.2111,-1.04,93,100,3.76,RU,1700846321
468,salalah,17.0151,54.0924,27.05,69,0,2.06,OM,1700846322
469,lazaro cardenas,17.9583,-102.2,28.43,58,0,1.78,MX,1700846323
470,santa ana,33.7456,-117.8678,19.3,76,40,3.6,US,1700846160
471,greenville,35.6127,-77.3663,15.63,60,0,0.89,US,1700846324
472,la plata,-34.9215,-57.9545,27.8,56,1,5.59,AR,1700846325
473,pospelikha,51.95,81.7667,3.41,64,100,9.03,RU,1700846325
474,ilhabela,-23.7781,-45.3581,21.11,85,100,3.14,BR,1700846327
475,turpan,42.9333,89.1667,2.85,38,1,0.93,CN,1700846327
476,skovorodino,53.9833,123.9167,-20.9,67,11,1.93,RU,1700846328
477,mersa matruh,31.3525,27.2453,20.91,38,2,5.0,EG,1700846329
478,bonthe,7.5264,-12.505,29.32,70,74,5.89,SL,1700846330
479,wuhai,39.6647,106.8122,-4.87,25,33,1.2,CN,1700846330
480,praia,14.9215,-23.5087,29.3,61,20,9.26,CV,1700846105
481,nabire,-3.3667,135.4833,25.21,86,99,0.61,ID,1700846332
482,carutapera,-1.195,-46.02,31.93,53,36,5.2,BR,1700846333
483,kelibia,36.8476,11.0939,16.14,82,40,1.03,TN,1700846333
484,yoichi,43.2039,140.7703,-3.78,76,100,11.77,JP,1700846334
485,constantia,44.1833,28.65,10.39,75,100,2.33,RO,1700846335
486,coxen hole,16.3244,-86.5366,29.6,79,40,2.57,HN,1700846067
487,yorkton,51.2167,-102.4677,-7.09,73,20,5.66,CA,1700846195
488,pajapan,18.25,-94.7,22.09,83,58,0.64,MX,1700846337
489,al khawr,25.7667,51.3167,22.5,72,29,3.59,QA,1700846338
490,galliano,29.4422,-90.2992,15.0,72,100,4.12,US,1700846301
491,kristiansund,63.1115,7.732,5.03,81,75,7.72,NO,1700846339
492,ola,59.5833,151.2833,-20.11,90,89,9.0,RU,1700846341
493,taroudant,30.4703,-8.877,19.56,41,20,5.57,MA,1700846341
494,nyandoma,61.669,40.1991,-14.0,93,100,2.52,RU,1700846342
495,kapuskasing,49.4169,-82.4331,-10.95,67,75,6.69,CA,1700846223
496,paciran,-6.8767,112.3761,26.43,85,100,3.58,ID,1700846343
497,sao paulo de olivenca,-3.3783,-68.8725,22.53,99,100,2.07,BR,1700846345
498,sundsvall,62.3913,17.3063,-4.02,80,0,5.14,SE,1700846251
499,charters towers,-20.1,146.2667,21.96,86,100,4.7,AU,1700846347
500,ancud,-41.8697,-73.8203,14.55,66,0,4.07,CL,1700846347
501,oppdal,62.5943,9.6912,-2.81,96,97,3.02,NO,1700846348
502,mucheln,51.3,11.8167,3.23,82,99,8.4,DE,1700846349
503,bhisho,-32.8472,27.4422,16.35,95,100,0.42,ZA,1700846350
504,tindouf,27.6711,-8.1474,21.25,19,0,1.54,DZ,1700846351
505,nelson,-41.2833,173.2833,5.16,81,1,0.89,NZ,1700846352
506,antsiranana,-12.2787,49.2917,25.71,77,91,8.47,MG,1700846352
507,guane,22.2025,-84.0875,28.72,61,90,4.5,CU,1700846353
508,chirilagua,13.2203,-88.1386,30.53,52,76,1.01,SV,1700846354
509,lhasa,29.65,91.1,1.36,32,54,1.67,CN,1700846355
510,nagqu,31.5,92.0,-4.13,53,100,2.52,CN,1700846356
511,thinadhoo,0.5333,72.9333,27.16,79,100,2.89,MV,1700846357
512,swakopmund,-22.6833,14.5333,17.21,86,83,1.79,,1700846358
513,creston,41.0586,-94.3614,-2.59,42,0,6.17,US,1700846359
514,chonchi,-42.6128,-73.8092,19.51,46,0,0.44,CL,1700846201
515,tamanrasset,22.785,5.5228,15.95,11,0,7.2,DZ,1700846360
516,hobyo,5.3505,48.5268,26.76,76,100,8.34,SO,1700846361
517,mary,37.0,62.5,13.15,41,100,3.46,TM,1700846362
518,peterhead,57.5058,-1.7981,4.22,74,100,12.76,GB,1700846363
519,hacibektas,38.9408,34.5577,7.77,66,0,2.57,TR,1700846363
520,pailon,-17.65,-62.75,27.82,89,100,4.08,BO,1700846364
521,veinticinco de mayo,-35.4323,-60.1727,29.43,22,8,0.89,AR,1700846365
522,nantucket,41.2835,-70.0995,11.06,57,40,6.17,US,1700846366
523,lepsy,46.235,78.9456,7.0,60,100,3.94,KZ,1700846367
524,dalandzadgad,43.5708,104.425,-7.7,58,100,3.12,MN,1700846368
525,namtsy,62.7161,129.6658,-30.55,93,100,2.35,RU,1700846369
526,beipiao,41.7919,120.7792,-10.88,39,5,1.03,CN,1700846370
527,kaa-khem,51.6833,94.7333,-17.55,96,94,0.51,RU,1700846371
528,raduzhny,62.0961,77.475,-11.47,92,99,5.32,RU,1700846372
529,gariaband,20.635,82.0614,19.17,65,27,1.23,IN,1700846373
530,ulaangom,49.9811,92.0667,-12.04,92,96,1.36,MN,1700846373
531,coquimbo,-29.9533,-71.3436,16.85,77,75,5.14,CL,1700846374
532,goz beida,13.95,20.55,30.99,20,28,3.73,TD,1700846375
533,hualien city,23.9769,121.6044,19.94,88,99,5.18,TW,1700846376
534,punta del este,-34.9667,-54.95,19.06,55,0,5.14,UY,1700846377
535,champerico,14.3,-91.9167,33.3,62,2,1.85,GT,1700846378
536,gumel,12.6279,9.3912,29.73,23,87,2.27,NG,1700846379
537,tchintabaraden,15.8969,5.7985,30.15,18,100,4.28,NE,1700846380
538,dundalk,39.2507,-76.5205,12.79,54,0,4.63,US,1700846381
539,kuala terengganu,5.3302,103.1408,25.97,94,40,4.12,MY,1700846382
540,ulladulla,-35.35,150.4667,20.43,96,100,3.55,AU,1700846383
541,wanning,18.8003,110.3967,22.83,83,96,4.38,CN,1700846383
542,danghara,38.0958,69.34,10.12,23,100,2.51,TJ,1700846384
543,kapiri mposhi,-13.9652,28.6809,20.83,73,90,1.59,ZM,1700846385
544,kiffa,16.6166,-11.4045,32.55,8,8,4.57,MR,1700846386
545,bintulu,3.1667,113.0333,24.23,100,40,2.06,MY,1700846386
546,yiyang,28.5892,112.3283,9.37,47,42,2.82,CN,1700846387
547,nuevitas,21.5453,-77.2644,27.77,67,59,4.53,CU,1700846388
548,zahedan,29.4963,60.8629,11.95,20,40,5.14,IR,1700846389
549,badger,64.8,-147.5333,-7.02,89,0,1.54,US,1700846389
550,boa vista,2.8197,-60.6733,33.99,46,75,5.14,BR,1700846168
551,belyy yar,53.6039,91.3903,-8.06,86,100,0.0,RU,1700846391
552,bury,53.6,-2.3,4.97,73,10,2.25,GB,1700846391
553,kerrville,30.0474,-99.1403,15.85,75,0,2.06,US,1700846376
554,sidi aissa,35.8855,3.7724,10.04,76,49,6.02,DZ,1700846393
555,peruibe,-24.32,-46.9983,22.39,72,100,2.92,BR,1700846314
556,inhambane,-23.865,35.3833,24.55,90,0,3.36,MZ,1700846394
557,eydhafushi,5.1033,73.0708,26.87,79,100,1.1,MV,1700846395
558,dalbandin,28.8947,64.4101,19.81,19,98,2.13,PK,1700846396
559,leshan,29.5623,103.7639,15.68,83,100,0.71,CN,1700846396
560,chakvi,41.7187,41.7335,12.99,71,75,10.8,GE,1700846397
561,entebbe,0.0644,32.4469,22.01,73,61,0.12,UG,1700846398
562,tromso,69.6496,18.957,-4.99,68,0,4.63,NO,1700846398
563,sodankyla,67.4167,26.6,-10.7,92,100,3.4,FI,1700846399
564,praia da vitoria,38.7333,-27.0667,19.86,100,75,1.79,PT,1700846400
565,badr hunayn,23.7829,38.7905,27.29,45,69,1.48,SA,1700846401
566,rio san juan,19.6439,-70.0763,31.2,72,6,4.55,DO,1700846402
567,broken hill,-31.95,141.4333,19.04,56,0,4.64,AU,1700846355
568,orting,47.0979,-122.2043,4.63,95,0,0.0,US,1700846404
569,shengli,37.4564,118.4856,-1.23,40,0,1.3,CN,1700846405
570,fundeni,44.3833,26.35,11.31,71,100,5.69,RO,1700846406
571,valle de banderas,20.8,-105.2333,28.11,44,0,2.57,MX,1700846406
572,tual,-5.6667,132.75,28.55,74,98,1.5,ID,1700846407
573,la passe,45.5549,-0.8967,12.21,89,100,3.69,FR,1700846408
